GENESIS-Tabelle: Temporär
Fläche: Gemeinden, Fläche (ALKIS), Art der tatsächlichen;;;;;;;;;;;;;;;;;;;
Nutzung (6)/(10)/(17), Jahr;;;;;;;;;;;;;;;;;;;
(von 2011 bis 2015);;;;;;;;;;;;;;;;;;;
Flächenerhebung nach Art der tatsächlichen Nutzung;;;;;;;;;;;;;;;;;;;
31.12.2011;;;;;;;;;;;;;;;;;;;
;;Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS)
09678164;      Oberschwarzach, M;255105;2884;185;5036;755;-;695;811;13905;-;-;100;163378;58149;1660;7501;46;-
09678168;      Poppenhausen;391433;9316;646;4979;448;-;1585;816;30044;1555;-;-;231360;101672;1200;7628;184;-
09678170;      Röthlein;190889;8096;1134;4703;670;-;1177;963;11544;-;-;-;104424;37950;9885;10165;178;-
09678174;      Schonungen;810356;16533;853;8512;974;662;1624;9199;39488;922;-;-;338415;369451;8471;14839;413;-
09678175;      Schwanfeld;119974;4222;373;1913;402;-;533;241;6120;-;-;-;86223;16997;83;2610;257;-
09678176;      Schwebheim;81045;7109;4584;2823;630;-;910;793;7513;-;-;-;36614;17303;338;2316;112;-
09678178;      Sennfeld;69793;4899;2851;2960;370;-;3368;1248;6632;249;-;-;33901;8843;1804;2559;109;-
09678181;      Stadtlauringen, M;636191;9682;1769;9108;616;515;2373;1929;35352;-;-;-;411694;144992;4680;13189;292;-
09678183;      Sulzheim;267863;3853;714;3752;1013;1836;639;1011;14954;906;-;-;188965;42364;2189;5503;164;-
09678186;      Üchtelhausen;621322;8909;319;5849;901;18;1489;1559;31765;-;-;-;229653;312837;1293;26471;259;-
09678190;      Waigolshausen;237618;5987;261;2916;297;-;829;529;12755;1840;-;-;187792;20208;2225;1853;126;-
09678192;      Wasserlosen;513128;5881;354;6577;1622;-;1380;1422;38362;-;-;-;300894;145100;342;11061;133;-
09678193;      Werneck, M;735907;20613;1637;13246;2041;381;6095;2698;55560;2489;-;-;523720;89280;1488;16194;465;-
09678196;      Wipfeld;52308;1774;262;1311;164;-;431;211;3865;972;-;-;32309;5179;3595;2186;49;-
09678444;      Gemeindefreie Gebiete;353063;-;-;18;-;-;8;-;9878;-;-;-;1546;341014;539;60;-;-
09679;    Würzburg (Lkr);9684174;258596;40481;174946;33853;32706;31717;30684;544169;45796;208;1578;5978012;2231376;49106;224960;5986;-
09679114;      Aub, St;175432;2339;681;3740;267;4061;638;309;9453;-;-;-;129137;19860;781;4076;90;-
09679117;      Bergtheim;264816;5404;771;4367;522;-;766;1071;12813;1409;-;-;208934;24976;238;3384;161;-
09679118;      Bieberehren;148295;1552;36;1994;81;-;397;163;8264;-;-;-;101012;28272;1494;4991;39;-
09679122;      Bütthard, M;362622;2462;63;4618;608;-;505;641;14883;-;-;-;275133;58082;468;5069;90;-
09679124;      Eibelstadt, St;70672;3979;1258;2986;234;118;632;588;6923;37;-;-;32853;12076;4334;4589;65;-
09679126;      Eisingen;53226;4805;542;3346;202;-;252;535;4615;-;-;-;31329;5296;40;2152;112;-
09679128;      Erlabrunn;40065;2919;3;801;110;-;291;925;3987;-;-;-;17543;9321;2513;1617;35;-
09679130;      Estenfeld;181266;7307;1065;3205;364;184;899;692;16891;-;-;-;117539;28310;297;4237;276;-
09679131;      Frickenhausen a.Main, M;105521;2062;108;1750;1146;507;282;762;7774;926;-;-;57828;24970;3115;4240;51;-
09679134;      Gaukönigshofen;319900;4029;198;5196;97;-;584;547;15228;1399;-;-;277311;6793;759;7661;98;-
09679135;      Gelchsheim, M;157477;1527;273;3312;1536;-;193;351;7131;-;-;-;134037;6960;115;1994;48;-
09679136;      Gerbrunn;45889;7858;411;2239;41;-;533;649;3155;-;-;-;24101;4679;34;2041;148;-
09679137;      Geroldshausen;103924;2771;798;1798;5799;2035;460;164;4587;1229;-;-;81329;1469;94;1350;41;-
09679138;      Giebelstadt, M;480526;7905;3696;9066;447;-;628;1456;20477;23776;-;-;392076;13850;344;6410;395;-
09679141;      Greußenheim;176655;2469;56;2878;58;-;470;331;8816;-;-;-;103285;54346;209;3707;30;-
09679142;      Güntersleben;160447;7301;416;2790;336;1246;450;785;8366;-;-;-;90087;43640;63;4840;127;-
09679143;      Hausen b.Würzburg;219814;4085;161;4961;595;-;457;716;15905;-;-;-;153022;36041;242;3526;103;-
09679144;      Helmstadt, M;227987;4403;738;3500;126;2826;731;603;16128;-;-;-;134084;60859;74;3852;63;-
09679146;      Hettstadt;139239;5739;271;1928;39;-;572;353;6953;598;-;-;96165;23134;49;3352;86;-
09679147;      Höchberg, M;75522;15587;987;2862;531;-;694;791;7286;-;-;-;29214;13950;29;3261;330;-
09679149;      Holzkirchen;84258;2057;2;1140;44;605;243;346;4945;-;-;-;40003;33311;147;1372;43;-
09679153;      Kirchheim;189826;5121;1406;2126;583;9694;173;567;7935;1064;-;-;127133;30727;198;3040;59;-
09679154;      Kist;38636;4127;401;998;191;-;58;691;5018;-;-;-;23073;2393;7;1622;57;-
09679155;      Kleinrinderfeld;77387;4249;1541;1699;485;-;142;399;4517;-;-;-;57687;4172;105;2329;62;-
09679156;      Kürnach;122812;6780;1391;2966;389;-;491;607;11011;-;-;-;76234;20356;120;2360;107;-
09679161;      Margetshöchheim;66726;5511;263;1259;53;27;712;212;4269;319;-;-;31505;17526;2782;2105;183;-
09679164;      Neubrunn, M;265480;4169;640;2555;398;143;721;807;13143;-;-;1572;146033;90334;143;4760;62;-
09679165;      Altertheim;240652;2879;38;3352;284;-;767;635;13250;-;-;-;159735;54863;172;4602;75;-
09679167;      Eisenheim, M;115557;2620;83;1409;259;341;348;723;8167;256;-;-;72993;19128;4143;5043;44;-
09679169;      Oberpleichfeld;86517;1685;251;1363;413;-;451;460;4312;812;-;-;75160;227;115;1234;34;-
09679170;      Ochsenfurt, St;635685;18851;7013;12328;3238;789;2684;1904;33098;2359;-;-;437562;86613;5544;23348;354;-
09679174;      Prosselsheim;200339;1993;179;2827;2025;-;373;208;8019;1534;-;6;158301;21242;199;3385;48;-
09679175;      Randersacker, M;162603;5352;207;2543;703;-;913;835;11957;493;1;-;96191;31212;4983;7101;112;-
09679176;      Reichenberg, M;347880;7741;1036;7217;494;-;967;929;16253;1611;-;-;245526;60019;213;5742;132;-
09679177;      Remlingen, M;204535;2796;139;3242;227;1173;412;574;9583;-;-;-;121951;61033;76;3248;81;-
09679179;      Riedenheim;239888;1163;52;3024;2587;-;143;268;10761;301;-;-;142376;75592;251;3320;50;-
09679180;      Rimpar, M;364161;12445;1855;4361;1475;-;927;665;17630;-;-;-;183736;131111;851;8924;181;-
09679182;      Röttingen, St;272112;3145;1410;4493;691;31;667;176;13133;-;-;-;150472;87651;1149;9025;69;-
09679185;      Rottendorf;148294;7003;2105;4726;348;-;912;459;11713;3383;-;-;95338;18330;150;3718;109;-
09679187;      Sommerhausen, M;72148;2693;84;2024;39;1785;1211;1285;6697;-;-;-;38865;12958;1609;2832;66;-
09679188;      Sonderhofen;187985;1060;125;2798;1381;-;217;231;8346;-;-;-;169987;1119;232;2431;58;-
09679192;      Tauberrettersheim;85596;1427;19;1584;81;-;222;223;5241;-;-;-;55641;18214;738;2182;24;-
09679193;      Theilheim;96858;4009;149;1449;66;-;96;399;5787;-;-;-;66125;12289;39;6361;89;-
09679194;      Thüngersheim;110606;4637;450;2040;225;393;862;511;8705;1298;-;-;47174;35993;3888;4328;102;-
09679196;      Uettingen;135225;3427;218;2930;1401;55;589;427;9229;-;-;-;67920;44781;392;3825;31;-
09679200;      Leinach;280181;5528;7;6423;271;-;670;619;14046;242;-;-;151194;92578;82;8420;101;-
09679201;      Unterpleichfeld;239265;4494;1055;5492;416;-;464;477;13474;-;-;-;184903;25298;253;2879;60;-
09679202;      Veitshöchheim;107616;13994;2837;10624;909;-;3018;495;7741;1221;-;-;34396;27876;1964;2017;524;-
09679204;      Waldbrunn;66218;4838;52;1286;66;-;220;418;6740;-;-;-;43943;4557;143;3815;140;-
09679205;      Waldbüttelbrunn;191601;7892;2178;2709;236;5051;622;903;12423;-;-;-;107589;44364;203;7138;293;-
09679206;      Winterhausen, M;87263;2297;411;2609;631;1169;390;238;5830;1529;-;-;46361;20045;1409;4312;32;-
09679209;      Zell a.Main, M;99558;6110;352;1811;38;-;513;529;5840;-;-;-;34025;47486;1343;1295;216;-
09679444;      Gemeindefreie Gebiete;551411;-;-;202;67;473;85;32;25721;-;207;-;2861;521094;171;498;-;-
097;  Schwaben;99934590;3044799;755045;2463809;286327;205798;262896;411352;4220096;263069;108414;38341;53983893;29370632;1722223;2740499;57397;-
09761;    Augsburg (Krfr.St);1469063;197962;65716;105265;10038;447;48393;27543;134907;20800;58;1800;377710;381629;41243;47349;8203;-
09762;    Kaufbeuren (Krfr.St);400357;49652;15115;43796;3774;1927;3124;2719;28523;1908;638;-;133423;102299;8546;3157;1756;-
09763;    Kempten (Allgäu) (Krfr.St);632860;59224;20747;43545;1692;-;15342;8157;48718;4897;536;18;325482;79635;12404;10743;1720;-
09764;    Memmingen (Krfr.St);701547;53840;23501;36287;2325;2453;6759;3176;48021;3989;366;-;330311;173293;4859;10690;1677;-
09771;    Aichach-Friedberg (Lkr);7803388;244210;46124;192889;24668;18912;13413;24203;352201;15642;331;361;4658695;1998728;83040;126029;3942;-
09771111;      Adelzhausen;169705;3142;571;3666;217;847;15;605;9247;-;-;-;108037;40250;743;2325;40;-
09771112;      Affing;448293;11104;2423;11547;942;933;270;2200;16532;2927;-;-;296056;89407;4923;8837;192;-
09771113;      Aichach, St;928449;37440;10721;23950;4986;2326;2328;3288;47051;2323;78;-;473454;297311;5573;17015;605;-
09771114;      Aindling, M;313842;10605;1190;8523;342;273;192;963;13540;-;-;-;184719;89618;519;3215;143;-
09771122;      Dasing;408211;10746;2930;13104;568;2760;290;1108;26115;1088;-;-;261550;77498;1802;8516;136;-
09771129;      Eurasburg;239377;3703;1182;3232;485;1129;15;303;10693;-;-;-;74262;142273;208;1828;64;-
09771130;      Friedberg, St;812698;50509;9468;26683;2077;2026;3642;4796;46637;2395;-;42;454098;181594;8637;19280;814;-
09771140;      Hollenbach;260898;5046;758;6307;1528;324;506;356;9957;-;-;20;170187;62832;658;2327;92;-
09771141;      Inchenhofen, M;275439;5379;956;6691;346;291;87;436;10458;-;-;-;203120;42244;1501;3815;115;-
09771142;      Kissing;231232;16679;4967;8016;1480;364;940;1453;10849;1518;-;-;125812;41458;12004;5498;194;-
09771144;      Kühbach, M;375014;10025;2399;8613;1096;228;416;1380;17929;1261;-;-;223185;98829;4290;5174;189;-
09771145;      Merching;248374;5282;750;4424;77;925;420;457;8842;1208;-;-;194212;12180;15138;4336;123;-
09771146;      Mering, M;268336;19251;1551;8528;1866;-;1001;1347;13608;2351;-;-;161257;50167;1263;5846;300;-
09771149;      Obergriesbach;103102;5364;1;2251;43;228;50;365;5194;297;-;-;49875;37559;418;1358;99;-
09771155;      Petersdorf;194930;4353;57;4791;1173;202;44;639;9371;-;-;-;107425;63951;220;2596;108;-
09771156;      Pöttmes, M;826022;15069;2698;18002;2167;717;1690;1732;33930;-;-;2;480418;255361;2758;11249;229;-
09771158;      Rehling;262518;5746;760;4715;800;559;157;502;9811;-;-;-;179862;49813;5343;4342;108;-
09771160;      Ried;292125;6325;507;6868;565;1526;145;384;11429;-;-;-;202151;59680;775;1693;77;-
09771162;      Schiltberg;297811;4494;334;6151;653;887;34;376;10967;-;253;297;162344;107526;1132;2273;90;-
09771163;      Schmiechen;135021;3002;28;2663;267;43;7;387;4117;274;-;-;99299;19344;3091;2442;57;-
09771165;      Sielenbach;178424;3038;110;5427;301;265;51;390;6348;-;-;-;127782;29348;1094;4216;54;-
09771168;      Steindorf;162032;2270;150;2963;3;980;460;424;5304;-;-;-;113406;33348;492;2198;34;-
09771169;      Todtenweis;202513;2889;985;2629;305;838;627;30;7518;-;-;-;127441;45304;10003;3902;42;-
09771176;      Baar (Schwaben);169022;2749;628;3145;2381;241;26;282;6754;-;-;-;78743;71833;455;1748;37;-
09772;    Augsburg (Lkr);10710762;458462;111640;336657;46063;27294;29974;52959;527600;28165;5429;979;5197283;3582608;102151;196328;7170;-
09772111;      Adelsried;97033;5160;717;3147;118;-;228;548;6499;-;-;-;42893;35050;494;2064;115;-
09772114;      Allmannshofen;103278;2135;101;2734;5457;-;361;103;5155;523;-;-;60740;23586;1067;1248;68;-
09772115;      Altenmünster;411701;11344;1533;8579;2114;290;164;1708;17080;-;-;-;173788;186886;2411;5630;174;-
09772117;      Aystetten;92912;7682;9;1099;73;-;644;531;5146;-;-;-;7785;68398;109;1368;68;-
09772121;      Biberbach, M;368736;9158;524;8241;581;84;417;861;16750;215;173;-;164783;155636;3144;8048;121;-
09772125;      Bobingen, St;502748;27030;11148;11009;1208;2357;2276;9531;24652;1639;-;-;194232;197585;7371;12245;465;-
09772126;      Bonstetten;67361;3974;36;992;241;-;40;389;2959;-;39;-;20592;36995;42;994;68;-
09772130;      Diedorf, M;333021;19558;1722;8399;398;129;1086;1045;13821;1183;265;-;124356;153027;2279;5489;264;-
09772131;      Dinkelscherben, M;676870;14950;2936;15146;2174;744;452;1374;27626;3070;-;-;386974;208608;3881;8655;280;-
09772134;      Ehingen;96530;2885;165;2454;386;-;40;197;4876;-;82;-;69278;14345;580;1176;66;-
09772136;      Ellgau;139199;2415;431;3133;275;325;11;278;4946;-;-;-;103256;17278;5279;1547;25;-
09772137;      Emersacker;116388;3579;224;1262;180;-;160;458;4820;-;179;80;22436;80030;670;2266;44;-
09772141;      Fischach, M;301865;10643;2760;7630;351;163;648;910;12504;798;-;-;135152;121431;2264;6406;205;-
09772145;      Gablingen;267612;9683;1994;20100;660;3506;416;1129;11617;1105;668;12;125811;83991;1729;4973;218;-
09772147;      Gersthofen, St;339810;26613;21406;12267;3256;3047;3162;1460;33373;1084;-;-;106641;110956;3006;13042;497;-
09772148;      Gessertshausen;413713;10394;1252;8202;781;315;845;1746;15578;1365;-;-;145347;214818;2896;10010;164;-
09772149;      Graben;145540;6658;619;42326;189;1001;367;312;6980;498;-;-;81950;1110;635;2805;90;-
09772151;      Großaitingen;390687;11894;1592;5599;682;601;432;1108;14138;708;464;-;180776;163596;4023;4927;147;-
09772156;      Heretsried;173146;2732;186;2038;2105;430;94;236;6060;-;-;-;54166;102884;608;1542;65;-
09772157;      Hiltenfingen;145587;3442;222;2919;385;-;70;565;6507;-;-;-;112502;16002;1710;1208;55;-
09772159;      Horgau;264810;6494;847;4688;1525;169;439;897;11518;-;733;27;117421;115365;753;3888;46;-
09772160;      Kleinaitingen;156665;2330;1838;14001;3515;1786;37;359;6472;613;-;-;94783;23543;547;6791;50;-
09772162;      Klosterlechfeld;23621;5366;116;659;74;653;273;397;3461;376;-;585;9573;637;-;1348;103;-
09772163;      Königsbrunn, St;184072;30638;10980;14504;1332;2032;3142;6503;20780;-;-;-;84567;2381;2269;4388;556;-
09772166;      Kühlenthal;71306;2465;233;1987;220;-;19;84;2301;-;-;-;44228;18395;392;982;-;-
09772167;      Kutzenhausen;279266;6682;1316;6003;730;54;187;127;11129;1284;-;-;159559;88003;1028;3058;106;-
09772168;      Langenneufnach;128116;4972;1073;3593;28;55;79;465;5066;455;-;-;65452;43640;653;2530;55;-
09772170;      Langerringen;421214;9282;1347;11980;1080;143;521;850;15963;2160;534;-;355587;12931;4325;4406;105;-
09772171;      Langweid a.Lech;235603;11239;5892;5688;1100;2216;462;1077;15325;834;-;-;112172;70757;2948;5553;340;-
09772177;      Meitingen, M;298845;21659;8935;10798;2129;1719;946;2242;21524;1511;-;103;168777;46238;5305;6692;267;-
09772178;      Mickhausen;158889;3622;365;4617;6;135;190;193;5696;-;-;-;82281;58041;881;2831;31;-
09772179;      Mittelneufnach;169235;2535;308;3009;337;-;12;235;5968;576;-;-;77010;75755;951;2491;48;-
09772184;      Neusäß, St;252338;39421;6312;10156;1010;124;3612;2328;18006;1423;-;-;104692;56740;2087;5906;521;-
09772185;      Nordendorf;75218;5969;548;3076;1997;-;121;365;5863;542;-;-;46664;6438;1722;1818;95;-
09772186;      Oberottmarshausen;86004;2955;142;2244;3635;2057;133;341;3661;419;2;-;54168;8973;5003;2208;63;-
09772197;      Scherstetten;157107;2949;124;3168;134;-;40;65;5190;-;-;-;79105;63364;552;2404;12;-
09772200;      Schwabmünchen, St;555245;24327;5670;15124;591;1185;2371;1857;29149;1959;108;-;322575;136227;5755;7973;374;-
09772202;      Stadtbergen, St;114935;21948;2151;4711;419;-;2107;4651;10591;74;-;-;25483;39302;172;2968;358;-
09772207;      Thierhaupten, M;392037;10000;2426;7051;1957;561;625;860;14970;-;-;-;209414;127058;11422;5553;140;-
09772209;      Untermeitingen;160293;12144;2696;16749;129;24;675;933;8787;394;-;-;109565;3929;-;4188;80;-
09772211;      Ustersbach;111343;3238;482;2579;485;-;16;325;4868;378;-;-;69033;28000;517;1394;28;-
09772214;      Walkertshofen;127426;2821;922;2568;99;-;74;329;4477;550;-;-;57132;54965;658;2796;35;-
09772215;      Wehringen;141111;6804;1584;2272;360;334;542;724;5757;379;-;-;99502;17302;1977;3451;123;-
09772216;      Welden, M;179934;9150;1530;3745;464;148;678;757;8405;-;733;42;59163;90670;1347;2974;128;-
09772217;      Westendorf;63257;3646;1138;1985;210;-;42;378;5339;607;-;-;46370;636;895;1909;102;-
09772223;      Zusmarshausen, M;686322;13877;3088;12426;883;907;718;1128;35497;1443;1449;130;229549;369046;5791;10185;205;-
09772444;      Gemeindefreie Gebiete;32813;-;-;-;-;-;-;-;750;-;-;-;-;32060;3;-;-;-
09773;    Dillingen a.d.Donau (Lkr);7922176;246984;45504;170755;31525;18038;18045;21317;369911;5857;-;1036;4779721;1857246;212309;140373;3555;-
09773111;      Aislingen, M;193485;4127;676;3617;556;1122;521;328;8009;-;-;-;140742;19190;10731;3840;26;-
09773112;      Bachhagel;197490;7280;626;4415;941;232;369;299;11575;-;-;-;151640;14696;355;4984;78;-
09773113;      Bächingen a.d.Brenz;73515;3805;912;2525;382;-;461;265;3768;-;-;-;56555;1628;1648;1514;52;-
09773116;      Binswangen;119092;3393;684;2166;126;2832;97;321;5904;-;-;-;81537;11182;8616;2172;62;-
09773117;      Bissingen, M;641959;10892;1656;13469;998;1068;353;1005;31342;-;-;1036;359221;212024;2671;6042;182;-
09773119;      Blindheim;264000;5289;708;5367;1025;-;181;715;10649;752;-;-;147812;75963;9058;6434;47;-
09773122;      Buttenwiesen;594844;16314;3815;13662;2546;1176;541;2005;25911;250;-;-;423904;85355;7425;11724;216;-
09773125;      Dillingen a.d.Donau, GKSt;755872;36950;5692;24627;2979;1001;2129;3647;38869;1427;-;-;476693;117190;28188;15893;587;-
09773133;      Glött;109902;3313;488;2216;475;1722;426;376;4913;-;-;-;73360;16683;4473;1409;48;-
09773136;      Gundelfingen a.d.Donau, St;540647;19044;7222;10076;2706;3583;2119;1959;22843;1094;-;-;279135;133798;44531;12366;171;-
09773137;      Haunsheim;178064;5676;158;2353;115;725;738;731;7607;-;-;-;98967;58276;459;2200;59;-
09773139;      Höchstädt a.d.Donau, St;374478;14566;3849;10972;1761;138;1755;1073;20369;1155;-;-;226971;57849;24872;8956;192;-
09773140;      Holzheim;408633;12481;1173;6732;2073;428;458;1527;16757;-;-;-;226637;122509;12288;5393;177;-
09773143;      Laugna;275780;5120;175;4701;349;165;151;315;12299;-;-;-;127248;121887;1387;1894;89;-
09773144;      Lauingen (Donau), St;443900;20261;4902;13417;10428;968;3440;1301;22318;438;-;-;263916;68707;22182;11014;608;-
09773146;      Lutzingen;249651;3389;318;2488;404;-;77;435;10159;-;-;-;97388;133262;763;937;31;-
09773147;      Mödingen;230304;4410;297;3621;158;-;157;294;9915;-;-;-;157614;47884;1731;4191;32;-
09773150;      Finningen;278184;6010;801;3470;367;-;425;479;11737;-;-;-;139788;106689;4809;3556;53;-
09773153;      Medlingen;170890;3792;302;2178;4;-;227;236;6397;113;-;-;98220;58035;197;1154;35;-
09773164;      Schwenningen;250505;4319;331;4704;290;497;249;390;10017;628;-;-;168910;37701;13359;9059;51;-
09773170;      Syrgenstein;166439;12500;897;4489;363;187;776;931;10273;-;-;-;76852;55903;274;2898;96;-
09773179;      Villenbach;177977;4983;350;2690;441;-;110;229;6591;-;-;-;131785;25769;1556;3394;79;-
09773182;      Wertingen, St;518748;21406;7363;15889;1061;65;919;1333;30185;-;-;-;344992;85145;3236;6799;355;-
09773183;      Wittislingen, M;174158;8381;1141;2549;262;37;947;423;9418;-;-;-;126815;16787;3055;4267;76;-
09773186;      Ziertheim;208063;2988;290;3663;472;1857;210;220;9263;-;-;-;141626;41410;1531;4500;33;-
09773187;      Zöschingen;146327;2906;497;1501;93;235;87;216;4713;-;-;-;44839;89038;342;1807;53;-
09773188;      Zusamaltheim;179269;3389;181;3198;150;-;122;264;8110;-;-;-;116554;42686;2572;1976;67;-
09774;    Günzburg (Lkr);7624001;268082;67633;194418;33036;13839;18319;33441;402445;34341;7292;256;3994005;2236035;147708;168734;4417;-
09774111;      Aletshausen;176517;3646;266;3571;55;184;82;185;7801;535;-;-;104916;50450;1813;2935;78;-
09774115;      Balzhausen;146263;3217;1984;3174;100;673;119;395;6716;-;-;-;103325;19604;3268;3670;18;-
09774116;      Ursberg;253995;6209;299;8465;350;57;882;696;14490;-;-;-;144478;67652;4444;5662;311;-
09774117;      Breitenthal;132747;3584;202;2862;137;262;358;895;6259;-;-;-;92548;13662;7316;4604;58;-
09774118;      Bubesheim;77568;3310;1104;1636;1485;-;369;297;5440;7425;-;-;41357;12540;1013;1525;67;-
09774119;      Bibertal;272992;12589;1011;7716;537;333;128;645;14681;87;-;-;186727;40953;1708;5748;129;-
09774121;      Burgau, St;259257;18301;6381;10659;2290;1454;686;1469;19950;1336;-;-;143150;43783;3641;5907;250;-
09774122;      Burtenbach, M;376381;8784;2153;6664;2351;917;733;1516;16293;-;-;-;165956;156972;7552;6417;73;-
09774124;      Deisenhausen;116670;4510;1014;2650;84;45;163;555;6688;-;-;-;74938;19141;2897;3909;76;-
09774127;      Dürrlauingen;123375;4297;241;4311;85;-;25;160;5666;664;-;-;87852;14445;2409;3125;95;-
09774129;      Ebershausen;90895;2027;247;1870;18;10;372;171;3873;-;-;-;64965;14488;859;1975;20;-
09774133;      Ellzee;147757;2737;806;3639;294;832;118;194;7146;373;-;-;112438;15077;1932;2151;20;-
09774135;      Günzburg, GKSt;554036;31840;15993;22961;2607;156;4274;6909;38695;5869;919;-;273637;91554;36885;21369;368;-
09774136;      Gundremmingen;108379;3945;445;1592;5016;-;125;330;6651;378;-;-;58604;28406;1266;1573;48;-
09774140;      Haldenwang;179868;4945;313;4226;21;394;46;346;7464;-;-;-;104200;53516;987;3279;131;-
09774143;      Ichenhausen, St;342745;16742;4515;9081;1561;2395;721;1595;17973;640;57;-;191478;86027;2507;7086;367;-
09774144;      Jettingen-Scheppach, M;541162;15903;3949;11410;1556;405;1954;6293;30051;2808;4264;62;231509;214194;6376;10191;237;-
09774145;      Kammeltal;417136;9917;617;9135;1288;107;174;984;17557;421;30;4;182108;182971;3513;8160;150;-
09774148;      Kötz;205324;8985;1523;4452;709;238;300;522;10783;314;-;-;139985;30463;3287;3645;118;-
09774150;      Krumbach (Schwaben), St;446341;25378;5573;12714;3449;142;1369;1573;26705;1312;-;-;164520;192566;2342;8126;572;-
09774151;      Landensberg;79444;2095;25;1879;112;56;47;346;3724;-;-;-;36032;33523;250;1332;23;-
09774155;      Leipheim, St;321569;9875;4285;13395;2863;1321;1422;1063;20724;6927;1882;-;142591;93650;14200;7136;235;-
09774160;      Münsterhausen, M;184691;5093;917;3783;26;215;343;451;7967;-;-;-;109899;47115;4722;4097;63;-
09774162;      Neuburg a.d.Kammel, M;378980;8794;1591;6734;275;355;633;1133;17190;433;64;74;175420;154744;5371;6061;108;-
09774166;      Aichen;176184;2771;526;4000;464;-;42;424;8292;-;-;-;101248;52798;717;4777;125;-
09774171;      Offingen, M;149111;10562;2717;3365;665;786;585;731;8060;3324;-;-;60200;47632;6572;3809;103;-
09774174;      Rettenbach;127448;4805;612;2736;1838;-;173;416;7764;-;-;-;87077;15975;2970;3059;23;-
09774178;      Röfingen;66228;3324;190;1752;206;171;-;248;3547;-;-;-;49006;6367;60;1333;24;-
09774185;      Thannhausen, St;200282;12388;4794;5630;937;289;872;1399;13216;1100;-;-;89119;60506;5880;3964;188;-
09774189;      Wiesenbach;114764;2910;201;2994;145;684;111;460;5474;-;-;-;88150;4755;5240;3579;61;-
09774191;      Waldstetten, M;111279;2736;626;2811;440;681;216;416;5263;169;-;-;78139;14111;2860;2771;40;-
09774192;      Waltenhausen;134323;1829;143;2570;376;90;133;-;5403;-;-;-;72282;49524;372;1550;51;-
09774196;      Winterbach;148294;2110;64;2642;379;88;89;101;6089;-;-;-;63031;70311;543;2780;67;-
09774198;      Ziemetshausen, M;429447;7924;2306;7339;317;499;655;523;18096;226;76;116;173108;204780;1933;11429;120;-
09774444;      Gemeindefreie Gebiete;32549;-;-;-;-;-;-;-;754;-;-;-;12;31780;3;-;-;-
09775;    Neu-Ulm (Lkr);5159004;266150;77887;143380;16815;7847;31594;30825;328821;17894;41;1418;2478891;1530579;117911;103702;5249;-
09775111;      Altenstadt, M;313010;12241;1333;7471;505;1589;362;874;19112;1301;-;216;135676;118253;8590;5276;211;-
09775115;      Bellenberg;51205;8987;2546;1928;261;1632;93;781;4185;249;24;-;25057;4134;266;984;78;-
09775118;      Buch, M;398837;9977;1007;8511;701;164;411;787;16888;-;-;-;229023;113430;2559;15248;131;-
09775126;      Holzheim;76028;3822;81;1789;16;-;217;449;3989;-;-;-;53765;10303;670;889;38;-
09775129;      Illertissen, St;363956;31524;8928;12996;1113;928;1154;3514;31205;1773;-;1202;206863;49499;5241;7662;354;-
09775132;      Kellmünz a.d.Iller, M;85210;3436;712;1015;119;315;352;272;3763;835;-;-;24096;45671;3223;1370;31;-
09775134;      Nersingen;242809;17108;3818;6616;406;255;1632;1479;14793;2078;17;-;110967;63870;14448;5099;223;-
09775135;      Neu-Ulm, GKSt;809640;57185;29002;39612;4846;515;18933;10519;72672;4960;-;-;400763;126666;23771;18617;1579;-
09775139;      Elchingen;248883;15554;5881;5521;1023;1531;816;1510;24653;1676;-;-;116334;50932;18695;4445;312;-
09775141;      Oberroth;99396;2275;45;1834;113;-;22;202;4338;-;-;-;62172;25713;544;2122;16;-
09775142;      Osterberg;137922;2588;188;2374;274;-;-;85;5434;-;-;-;72788;52260;395;1501;35;-
09775143;      Pfaffenhofen a.d.Roth, M;426864;15189;963;11199;529;729;231;1029;21442;-;-;-;294918;72917;2585;4923;210;-
09775149;      Roggenburg;274268;6704;556;6766;167;170;179;527;13476;-;-;-;182470;52294;3810;6988;161;-
09775152;      Senden, St;252153;28966;5195;11124;839;-;3959;3198;25251;1837;-;-;107932;43491;12225;7193;943;-
09775161;      Unterroth;153953;2405;369;2233;60;-;50;103;5358;-;-;-;66965;74037;1016;1339;18;-
09775162;      Vöhringen, St;236932;22967;7666;6593;2130;-;502;2429;21955;873;-;-;95776;61668;8070;5913;390;-
09775164;      Weißenhorn, St;537281;25126;9597;15098;2262;-;2493;2112;30156;2312;-;-;290485;141873;2864;12384;519;-
09775444;      Gemeindefreie Gebiete;450657;96;-;700;1451;19;188;955;10151;-;-;-;2841;423568;8939;1749;-;-
