GENESIS-Tabelle: Temporär
Fläche: Gemeinden, Fläche (ALKIS), Art der tatsächlichen;;;;;;;;;;;;;;;;;;;
Nutzung (6)/(10)/(17), Jahr;;;;;;;;;;;;;;;;;;;
(von 2011 bis 2015);;;;;;;;;;;;;;;;;;;
Flächenerhebung nach Art der tatsächlichen Nutzung;;;;;;;;;;;;;;;;;;;
31.12.2015;;;;;;;;;;;;;;;;;;;
;;Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS)
09179134;      Maisach;534362;20917;5045;14527;2491;247;740;14620;21542;16444;-;-;372669;54893;3735;6136;356;-
09179136;      Mammendorf;212146;7884;1604;4523;1909;909;1055;1216;9951;1941;-;-;140018;35827;2894;2272;143;-
09179137;      Mittelstetten;186240;4259;340;3324;283;189;44;5208;6440;-;-;-;124402;38819;676;2216;40;-
09179138;      Moorenweis;454469;8041;1046;8919;2772;293;132;787;15176;-;-;-;283513;128027;1781;3839;143;-
09179140;      Oberschweinbach;72356;3308;386;1481;26;6;43;140;3076;-;-;-;50994;11650;240;974;32;-
09179142;      Olching, St;299245;30756;4643;12308;2286;1013;3420;7413;20854;4897;15;-;164928;28366;8637;9042;667;-
09179145;      Puchheim, St;122340;22912;3204;6235;788;-;1543;4263;9557;643;15;-;60573;7257;628;3980;742;-
09179147;      Schöngeising;128654;3917;53;1294;98;-;15;393;4750;1510;-;-;35891;77208;2227;1180;118;-
09179149;      Türkenfeld;159499;7605;711;3757;1333;254;65;571;5840;1112;235;-;86107;43399;1138;7303;69;-
09180;    Garmisch-Partenkirchen (Lkr);10122206;163441;10730;112833;9280;7232;9209;28171;178605;17730;279736;163;1947965;5424653;248819;1681081;2558;-
09180112;      Bad Kohlgrub;325765;5753;161;5193;124;-;49;459;6331;1103;8850;-;129375;163994;1723;2568;82;-
09180113;      Bad Bayersoien;176692;2557;95;2949;304;56;505;152;4439;-;22052;-;78068;59261;4851;1347;56;-
09180114;      Eschenlohe;550442;2886;806;2742;150;78;193;482;9462;595;45221;-;80817;301999;6261;98697;53;-
09180115;      Ettal;147452;1424;52;2608;137;-;73;69;3944;-;2237;-;37963;91301;4345;3275;24;-
09180116;      Farchant;257631;5587;584;2544;168;-;148;1367;4828;620;486;-;46173;170413;3826;20802;85;-
09180117;      Garmisch-Partenkirchen, M;2056634;40245;2624;21198;1428;212;2657;4864;29450;4133;67;163;217232;1043127;19387;668983;864;-
09180118;      Grainau;493857;9911;379;3816;141;-;101;976;7844;1360;183;-;37695;262997;19235;149159;60;-
09180119;      Großweil;220379;3029;245;3193;111;1004;4;2696;8952;-;10104;-;100590;82132;3485;4784;50;-
09180122;      Krün;363213;5076;149;3458;375;356;19;1013;7116;478;3028;-;71328;252611;12666;5487;53;-
09180123;      Mittenwald, M;1328438;11561;566;12472;851;257;894;1781;16737;1685;52;-;123630;827080;21448;309289;135;-
09180124;      Murnau a.Staffelsee, M;380474;24964;1495;12809;861;471;3094;1459;11343;1909;103691;-;113183;74022;25839;5126;208;-
09180125;      Oberammergau;300643;9282;600;6542;298;69;61;1027;8148;118;2269;-;64173;191013;2060;14730;253;-
09180126;      Oberau;178562;4888;741;2326;1245;-;78;3985;3946;556;8613;-;21167;97997;1991;30922;107;-
09180127;      Ohlstadt;411597;6202;437;5221;1629;-;88;633;12156;2820;16914;-;135881;212607;4730;12177;102;-
09180128;      Riegsee;204323;3573;139;3436;28;427;23;532;4286;-;4430;-;115524;69216;1372;1279;58;-
09180129;      Saulgrub;354811;3542;148;3323;265;361;-;255;6627;460;7429;-;86216;217350;5965;22822;48;-
09180131;      Schwaigen;235825;1439;70;1554;2;-;197;92;3187;-;810;-;62231;163011;1895;1294;43;-
09180132;      Seehausen a.Staffelsee;157134;6404;74;3312;87;624;390;786;3078;716;1592;-;43042;19792;76718;468;51;-
09180133;      Spatzenhausen;77338;1388;468;3059;63;1866;-;745;3070;-;288;-;60194;5020;753;412;12;-
09180134;      Uffing a.Staffelsee;427468;7218;260;6346;129;65;413;1722;8031;543;34075;-;183511;179656;4133;1250;116;-
09180135;      Unterammergau;299308;3102;524;2295;323;788;110;220;6236;634;6811;-;92354;163173;2642;20033;63;-
09180136;      Wallgau;339606;3410;113;2096;528;598;74;2856;5706;-;503;-;33940;264767;8350;16630;35;-
09180444;      Gemeindefreie Gebiete;834614;-;-;341;33;-;38;-;3688;-;31;-;13678;512114;15144;289547;-;-
09181;    Landsberg am Lech (Lkr);8043774;239346;37649;192937;30350;35035;14952;25772;304792;36569;4554;-;4028172;2393933;613450;82355;3908;-
09181111;      Apfeldorf;123122;2618;110;2779;241;-;25;441;4269;-;2413;-;77313;23942;7767;1133;71;-
09181113;      Denklingen;567606;5520;2623;6623;444;1724;155;499;17003;590;-;-;186951;342023;1239;2142;70;-
09181114;      Dießen am Ammersee, M;826662;27275;1393;17137;1298;556;1868;1353;23389;1294;688;-;357207;379755;5093;8088;268;-
09181115;      Eching am Ammersee;62367;4522;288;1354;819;16;201;896;3832;-;-;-;41722;4609;1688;2363;57;-
09181116;      Egling a.d.Paar;207698;5502;541;4319;2891;104;399;296;7917;745;-;-;137562;44473;768;2088;93;-
09181118;      Eresing;142282;3557;661;4683;217;609;26;579;5294;713;68;-;79183;44857;623;1156;56;-
09181120;      Finning;233262;4860;366;5387;162;694;225;373;8023;-;-;-;143877;64742;2054;2453;46;-
09181121;      Fuchstal;397484;9787;2645;8608;1259;1675;254;947;14291;418;-;-;213822;133008;7362;3317;91;-
09181122;      Geltendorf;348197;11887;1230;8068;1929;2642;108;654;14413;2681;-;-;215082;84823;1889;2593;198;-
09181123;      Greifenberg;82084;4436;817;2629;33;-;335;263;5722;490;-;-;33026;32270;820;1193;50;-
09181124;      Hofstetten;170218;4638;312;3558;731;377;150;407;5785;-;-;-;98057;52786;1328;2025;64;-
09181126;      Hurlach;171759;3911;644;4040;1467;3304;155;306;8883;657;-;-;123447;19806;2106;2961;72;-
09181127;      Igling;263371;5633;884;5988;1537;4329;287;2070;14035;1834;6;-;134745;86418;1534;3951;120;-
09181128;      Kaufering, M;176906;13953;2466;6078;1775;11;1880;1442;9815;2097;-;-;86826;37213;11320;1705;325;-
09181129;      Kinsau;114407;2371;626;2181;78;801;148;342;3579;226;-;-;58221;36216;7050;2529;39;-
09181130;      Landsberg am Lech, GKSt;578967;34972;13842;33278;4141;1348;4506;4872;41351;3841;156;-;251059;155006;19677;10080;838;-
09181131;      Obermeitingen;99276;3781;1281;2562;1489;6658;93;385;4927;123;-;-;54091;17730;1022;4979;155;-
09181132;      Penzing;338081;8344;434;14422;2172;2781;449;588;12806;17539;-;-;177442;96042;2497;2320;245;-
09181133;      Vilgertshofen;270950;6860;447;5786;1926;1104;261;498;10337;-;104;-;163440;65219;13046;1815;107;-
09181134;      Prittriching;253776;5373;706;4926;1285;156;304;366;8819;-;-;-;180264;37568;9867;4016;126;-
09181135;      Reichling;232583;3723;288;4918;72;42;42;774;6605;-;185;-;132313;68911;13568;1096;46;-
09181137;      Rott;197438;3747;84;4318;426;1567;-;333;5702;-;82;-;118286;59537;1441;1877;38;-
09181138;      Scheuring;212631;4212;295;3569;1075;317;66;347;6668;-;-;-;101588;79962;12716;1704;112;-
09181139;      Schondorf am Ammersee;65985;11001;328;2317;78;-;303;864;3625;661;-;-;30445;14842;241;1186;94;-
09181140;      Schwifting;114471;2220;41;1766;642;153;314;791;5283;-;-;-;55575;46875;79;717;15;-
09181141;      Pürgen;219867;8413;1399;4460;96;549;122;734;9003;-;-;-;117818;71854;2487;2846;86;-
09181142;      Thaining;87052;2585;224;2334;600;1052;90;167;3189;-;-;-;51826;23632;305;973;75;-
09181143;      Unterdießen;127940;3450;417;3266;243;258;220;408;5591;283;-;-;72973;32790;6882;1107;52;-
09181144;      Utting am Ammersee;190063;13062;729;6470;201;454;1144;2125;7824;538;-;-;88960;64723;1291;2421;121;-
09181145;      Weil;444807;8327;838;9388;641;923;130;1130;15126;1839;120;-;318837;82534;1799;3078;97;-
09181146;      Windach;248494;8751;645;5518;382;831;465;453;11476;-;732;-;126161;88315;2528;2156;81;-
09181444;      Gemeindefreie Gebiete;473968;55;45;207;-;-;227;69;210;-;-;-;53;1452;471363;287;-;-
09182;    Miesbach (Lkr);8662290;203470;24659;136703;8483;8209;7264;34623;201306;18365;10556;17;2724438;4731734;186545;363343;2575;-
09182111;      Bad Wiessee;327889;12905;83;5249;181;-;1145;4568;7663;-;-;-;48299;241154;3487;2958;197;-
09182112;      Bayrischzell;794529;4015;284;3702;174;-;196;274;9942;1063;473;17;214178;489825;4642;65718;26;-
09182114;      Fischbachau;758248;12255;1346;10373;411;1973;137;1168;15232;452;584;-;299234;391021;5682;18295;85;-
09182116;      Gmund a.Tegernsee;344086;15468;2515;7919;833;-;355;1451;10445;951;6;-;161599;136164;2800;3109;471;-
09182119;      Hausham;222932;10936;2684;6764;1850;-;71;458;7184;597;-;-;79179;109055;1872;2129;153;-
09182120;      Holzkirchen, M;482363;22929;4538;13813;770;646;530;3077;19320;2099;672;-;209452;198199;2019;4012;287;-
09182123;      Irschenberg;539134;4961;1131;11764;339;31;86;300;16953;-;590;-;295477;192914;5870;8638;80;-
09182124;      Kreuth;1222423;9641;355;5682;182;900;278;961;12367;-;-;-;99657;946624;10934;134664;178;-
09182125;      Miesbach, St;324325;16614;3808;11198;613;301;464;900;11357;651;183;-;175960;95936;3691;2381;268;-
09182127;      Otterfing;211573;8219;905;5405;110;1429;37;609;7800;1051;-;-;98498;85907;14;1511;78;-
09182129;      Rottach-Egern;591135;20774;627;6249;42;77;486;764;7237;-;51;-;91513;405605;5279;52337;94;-
09182131;      Schliersee, M;791558;21071;533;7577;915;179;1380;1103;12849;1204;1431;-;151591;521138;29881;40587;119;-
09182132;      Tegernsee, St;227673;10673;393;3310;24;147;1480;455;3425;215;41;-;13650;101614;89305;2876;65;-
09182133;      Valley;421792;6613;1759;8497;117;425;192;11983;16847;6768;646;-;170673;192111;1864;3194;103;-
09182134;      Waakirchen;423106;11946;1274;8462;534;1260;143;4250;10607;1172;840;-;174240;203640;1006;3579;153;-
09182136;      Warngau;512442;6947;1162;10730;923;500;51;1364;14023;1342;-;-;253962;215148;2094;4076;120;-
09182137;      Weyarn;467082;7503;1262;10009;465;341;233;938;18055;800;5039;-;187276;205679;16105;13279;98;-
09183;    Mühldorf a.Inn (Lkr);8053105;196628;64230;244639;12081;22454;6298;22329;281422;27260;682;-;5152478;1834596;101249;83369;3390;-
09183112;      Ampfing;311329;11108;6482;10403;1274;1723;219;1047;14332;1834;-;-;215831;37958;3309;5618;191;-
09183113;      Aschau a.Inn;207606;6208;13399;6537;876;2260;173;154;6809;422;-;-;119690;40803;7367;2824;84;-
09183114;      Buchbach, M;287897;6314;1522;9957;366;42;50;437;8188;-;-;-;225320;31006;1208;3391;96;-
09183115;      Egglkofen;139900;2888;582;3720;50;-;8;349;5274;507;-;-;87223;37570;334;1334;61;-
09183116;      Erharting;136800;2394;459;4627;123;-;67;297;7816;1029;-;-;73363;43117;2019;1426;63;-
09183118;      Gars a.Inn, M;436523;7898;1388;11738;524;1884;15;532;12429;1259;-;-;237435;137580;19848;3881;112;-
09183119;      Haag i.OB, M;203649;10966;2488;7490;857;2393;184;875;10534;-;-;-;114542;49819;1005;2387;109;-
09183120;      Heldenstein;198490;5648;700;5288;308;242;29;328;9078;1145;-;-;141757;28585;1585;3729;68;-
09183122;      Jettenbach;91744;2199;277;1911;176;370;-;233;3016;1213;-;-;47803;32747;701;1087;11;-
09183123;      Kirchdorf;210280;2797;2552;5563;310;79;2;85;6623;-;-;-;138567;52085;503;1080;34;-
09183124;      Kraiburg a.Inn, M;275570;7769;854;7513;116;293;228;7616;7617;-;-;-;182417;56204;1068;3818;57;-
09183125;      Lohkirchen;148788;1404;135;4095;103;-;24;31;3995;-;-;-;110641;26680;647;1015;18;-
09183126;      Maitenbeth;309409;4399;1072;6334;86;1642;29;295;8628;-;-;-;117132;167271;750;1690;81;-
09183127;      Mettenheim;272411;6255;1011;6672;227;2820;59;917;14047;1026;-;-;192136;41680;2086;3436;39;-
09183128;      Mühldorf a.Inn, St;294212;29386;8087;19583;1201;3251;1385;2591;21751;7153;-;-;125072;51640;13725;8869;518;-
09183129;      Neumarkt-Sankt Veit, St;610697;10983;2558;18121;570;133;479;557;19021;4432;-;-;426032;120933;2363;4317;198;-
09183130;      Niederbergkirchen;246999;2398;271;6285;164;-;-;215;6622;1641;-;-;174404;51813;966;2179;41;-
09183131;      Niedertaufkirchen;266890;2368;129;8043;17;18;61;13;6952;-;23;-;190764;56333;574;1585;10;-
09183132;      Oberbergkirchen;275341;2906;722;7853;222;556;28;348;6833;-;-;-;212472;40427;1012;1946;16;-
09183134;      Oberneukirchen;195960;1049;175;5550;391;505;34;69;4773;-;-;-;157615;24716;123;960;-;-
09183135;      Obertaufkirchen;316547;4848;921;10518;106;223;202;397;9351;498;-;-;214639;71033;1548;2224;39;-
09183136;      Polling;438544;9340;4116;10156;358;675;288;551;11857;1247;659;-;277795;114233;3283;3831;155;-
09183138;      Rattenkirchen;198677;1893;326;5000;111;975;7;55;7601;463;-;-;128837;50601;948;1834;26;-
09183139;      Rechtmehring;243809;3639;630;7153;153;562;11;237;7196;-;-;-;160719;60050;1111;2283;65;-
09183140;      Reichertsheim;313632;2760;495;10107;105;786;140;362;9653;-;-;-;226362;61070;614;1135;43;-
09183143;      Schönberg;253343;1767;346;7024;209;49;-;127;8616;-;-;-;183352;49089;1438;1294;32;-
09183144;      Schwindegg;207695;6523;1696;7080;672;-;44;437;8177;1037;-;-;153765;19742;3591;4830;101;-
09183145;      Taufkirchen;253304;2489;1246;6858;485;529;35;193;6690;-;-;-;173205;60448;464;618;44;-
09183147;      Unterreit;321903;3002;602;9549;714;231;16;1654;8154;258;-;-;200004;90409;5993;1279;38;-
09183148;      Waldkraiburg, St;215513;30590;8898;11070;1118;213;2422;1157;14967;1639;-;-;67198;48291;20574;6358;1018;-
09183151;      Zangberg;98428;2440;91;2840;89;-;21;170;2688;-;-;-;76369;12160;490;1048;22;-
09183444;      Gemeindefreie Gebiete;71215;-;-;1;-;-;38;-;2134;457;-;-;17;68503;2;63;-;-
09184;    München (Lkr);6642502;425067;87536;254136;18560;23485;55944;76006;392910;24811;4123;44913;2049083;2989282;110267;75372;11007;-
09184112;      Aschheim;280460;9084;7639;10593;871;2822;2182;9252;20775;6;935;-;150410;15936;44037;5569;349;-
09184113;      Baierbrunn;72120;6135;1534;1432;495;-;256;419;3957;578;-;-;17097;38591;1069;474;83;-
09184114;      Brunnthal;379500;9581;1625;5985;202;937;279;4706;26807;-;-;-;92031;235728;45;1487;87;-
09184118;      Feldkirchen;64128;7285;3566;5154;97;358;853;499;6897;653;-;253;31228;1353;946;4814;172;-
09184119;      Garching b.München, St;281690;13577;13433;23927;3113;-;2741;4262;23999;755;-;38866;94893;50448;3261;8132;283;-
09184120;      Gräfelfing;95738;29928;1879;5022;78;1957;4021;1205;10614;726;-;-;11852;26722;331;883;520;-
09184121;      Grasbrunn;263945;9784;281;5040;128;2621;402;7825;11630;175;-;-;84223;139674;50;1905;207;-
09184122;      Grünwald;76309;33942;2655;4102;167;-;928;1483;7897;379;-;-;3736;16993;2009;963;1055;-
09184123;      Haar;128986;18058;853;14041;736;4097;2359;2104;10616;1538;-;-;54852;17783;59;1013;877;-
09184127;      Höhenkirchen-Siegertsbrunn;237677;11145;410;5512;71;-;694;888;11218;654;-;-;57964;146984;-;1830;307;-
09184129;      Hohenbrunn;185867;14047;4808;5028;378;-;426;747;13300;890;-;-;51665;92377;1;1972;228;-
09184130;      Ismaning;401986;17438;1560;20970;1225;641;1834;3904;19750;1277;-;-;262838;57563;9456;2942;588;-
09184131;      Kirchheim b.München;155095;11347;9341;6725;268;-;2743;1318;10759;496;-;-;88450;7311;15081;989;267;-
09184132;      Neuried;96264;8919;935;2022;100;46;1086;598;6116;-;-;-;3620;71816;-;730;276;-
09184134;      Oberhaching;330540;23716;1420;11101;1238;2157;1073;3366;14219;2024;-;-;99237;168377;215;2049;348;-
09184135;      Oberschleißheim;303080;11520;1780;16546;435;78;8592;5636;20754;4472;-;4561;93962;127078;4996;2394;276;-
09184136;      Ottobrunn;52347;24840;2270;5633;23;-;1103;2172;7960;218;-;-;2210;3629;11;1247;1031;-
09184137;      Aying;565445;8537;1096;10151;515;1473;156;1221;16459;1111;-;-;185369;336562;411;2292;92;-
09184138;      Planegg;106772;12804;2221;8739;565;1627;2264;1088;8678;405;-;-;14470;51736;254;1512;409;-
09184139;      Pullach i.Isartal;74019;17585;2602;8021;152;-;1185;954;7057;974;-;-;1063;26959;3317;3572;578;-
09184140;      Putzbrunn;111732;7299;2230;4189;119;41;282;724;6930;-;-;-;45023;43530;11;1127;227;-
09184141;      Sauerlach;569411;12744;2000;9878;708;1097;357;1046;18729;1982;17;341;175749;342013;104;2410;236;-
09184142;      Schäftlarn;167108;13416;711;4737;232;155;286;650;7184;430;-;-;61059;75933;206;2006;103;-
09184144;      Straßlach-Dingharting;283402;9216;512;6018;326;231;316;8910;7465;-;3094;-;114619;125813;3483;3229;170;-
09184145;      Taufkirchen;220013;15210;5526;8481;876;2747;2013;2722;16413;481;-;-;70806;90887;285;2921;645;-
09184146;      Neubiberg;57663;14353;177;12297;210;-;4218;1408;7929;610;-;-;10635;3553;761;1237;275;-
09184147;      Unterföhring;127944;8675;2164;10447;3780;-;5017;1930;13277;1246;-;-;56136;7492;13364;4130;286;-
09184148;      Unterhaching;103723;19645;479;10276;373;-;2413;1845;11097;1206;-;-;39390;10939;202;5367;491;-
09184149;      Unterschleißheim, St;149284;25201;11798;10337;717;-;5865;2608;16423;595;-;-;62350;9597;2111;1141;541;-
09184444;      Gemeindefreie Gebiete;700254;36;31;1732;362;400;-;516;28001;930;77;892;12146;645905;4191;5035;-;-
09185;    Neuburg-Schrobenhausen (Lkr);7398070;193532;75661;197117;18723;14565;12548;27823;302333;35729;1195;75;4484460;1744737;134237;151671;3664;-
09185113;      Aresing;298943;6204;1939;8755;672;993;152;576;13079;-;-;-;198316;62869;1118;4186;84;-
09185116;      Berg im Gau;225994;2632;318;5819;378;-;133;351;6785;-;-;-;200528;4497;704;3810;39;-
09185118;      Bergheim;289266;4447;888;3766;1701;589;283;392;11930;-;-;-;151126;94217;13422;6306;199;-
09185123;      Brunnen;321405;3718;747;6309;1286;343;412;600;13122;2081;219;-;190733;95936;590;5245;64;-
09185125;      Burgheim, M;497317;10616;3328;11681;2021;3057;626;1081;24943;2501;-;-;368311;48967;8213;11733;239;-
09185127;      Ehekirchen;627888;8239;1781;15124;1297;440;311;490;24836;-;-;-;428273;136407;1581;8890;219;-
09185131;      Gachenbach;302545;5185;1002;8897;1343;-;164;575;14743;-;-;-;208082;55637;1191;5626;100;-
09185139;      Karlshuld;290949;14191;753;13048;215;824;72;1624;7570;-;-;-;235885;2292;5946;8349;180;-
09185140;      Karlskron;385184;12467;5921;9115;707;538;249;612;14065;804;111;-;294676;33890;3819;8081;129;-
09185143;      Langenmosen;238983;3011;1017;6539;121;779;133;342;7649;-;-;-;175419;40326;335;3277;35;-
09185149;      Neuburg a.d.Donau, GKSt;812984;43446;25508;28810;1647;3749;4222;11392;40826;23999;-;6;335940;250416;22726;19566;731;-
09185150;      Oberhausen;319948;6935;2786;4887;1212;-;599;651;13488;2160;865;57;129375;137984;9201;9678;70;-
09185153;      Rennertshofen, M;930987;12304;1486;15665;1115;2101;1106;923;37133;-;-;12;441108;371431;31503;14924;176;-
09185157;      Rohrenfels;175408;3457;519;4646;158;-;102;588;6754;-;-;-;141465;11327;912;5436;44;-
09185158;      Schrobenhausen, St;752704;33506;21068;18777;1852;490;3471;2870;33561;3073;-;-;375673;239006;4528;13918;911;-
09185163;      Königsmoos;408322;12413;2676;19057;213;144;36;1005;10658;-;-;-;340655;3848;6348;11047;222;-
09185166;      Waidhofen;273303;5451;1057;5927;1415;518;243;513;10102;-;-;-;162190;77807;2261;5753;66;-
09185168;      Weichering;245940;5310;2867;10295;1370;-;234;3238;11089;1111;-;-;106705;77880;19839;5846;156;-
09186;    Pfaffenhofen a.d.Ilm (Lkr);7611362;244912;58708;212001;39890;17734;14080;32402;354579;79476;8;9;4415921;1905413;131989;100376;3864;-
09186113;      Baar-Ebenhausen;147942;11304;4833;3124;900;208;814;834;10727;1698;-;-;87634;18040;4366;3242;218;-
09186116;      Ernsgaden;74995;3760;673;1358;171;99;126;409;4202;15160;-;-;27566;13975;5800;1662;34;-
09186122;      Geisenfeld, St;883067;22310;9182;21663;3246;4879;3090;1876;31796;464;-;-;453317;271839;41781;17285;339;-
09186125;      Gerolsbach;589558;6793;694;15978;419;290;129;6848;19752;-;-;-;386918;147547;1452;2633;105;-
09186126;      Hettenshausen;185914;4508;874;4767;279;869;45;774;5870;644;-;-;109357;55365;561;1895;106;-
09186128;      Hohenwart, M;522251;9006;2646;14275;1170;1442;500;835;23543;-;-;-;327789;128632;4468;7823;122;-
09186130;      Ilmmünster;138935;4800;175;2767;248;-;115;403;5360;558;-;-;63262;59432;444;1289;82;-
09186132;      Jetzendorf;217684;6393;490;6726;344;242;461;579;8784;-;-;-;143946;47181;1184;1271;83;-
09186137;      Manching, M;354477;20717;3642;11760;1307;625;2297;1656;26349;49214;-;9;178612;40851;12544;4461;433;-
09186139;      Münchsmünster;162067;9197;11342;3311;2939;906;227;672;11048;1098;-;-;86745;24424;7216;2792;150;-
09186143;      Pfaffenhofen a.d.Ilm, St;926394;38803;5050;32985;3816;2559;1573;3778;40389;2068;-;-;505928;275479;3098;10065;803;-
09186144;      Pörnbach;226346;5614;705;4479;316;239;40;512;9868;-;-;-;132968;67645;1998;1917;45;-
09186146;      Reichertshausen;236407;11696;246;5325;309;214;578;6505;8183;782;-;-;125162;74498;783;1971;155;-
09186147;      Reichertshofen, M;368906;17180;4213;9953;964;903;1606;1636;23953;2404;-;-;188034;91427;11971;14472;190;-
09186149;      Rohrbach;296253;11390;1811;8934;84;438;264;1034;18528;2795;8;-;181370;63672;2064;3712;149;-
09186151;      Scheyern;383010;11787;911;11398;511;229;358;350;13628;-;-;-;232770;106876;2263;1765;164;-
09186152;      Schweitenkirchen;530141;10791;4155;16345;471;950;469;629;27587;-;-;-;363376;101141;831;3204;192;-
09186158;      Vohburg a.d.Donau, St;451797;16894;1498;9837;18663;34;678;1260;23898;982;-;-;270897;69486;26272;11186;212;-
